RDV;Quel est votre niveau de satisfaction global suite à ce rendez-vous ?;Avez-vous des remarques ou suggestions ?;;
physique;Très satisfait;très bon service pour moi juste j'avais des retard plus de 6 mois pour le remboursement de l'indemnité journalière avec le service de l'invalidité je trouve que c'est pas normal et pourtant j'ai fait tout le nécessaire   en fin c'est réglé je vous demande de donner la priorité au personnes invalidité et les personnes avec maladie longue durée cordialement;;
physique;Très satisfait;Les locaux sans siège dans la salle d'attente : pas top pour une personne amputée de la jambe...;;
physique;Très satisfait;Oui. Très satisfait que l'on m'a contacter directement sur mon téléphone afin de ne pas à avoir à attendre le jour du rendez-vous;;
physique;Assez satisfait;C'était mieux avant quand c'était pas sur rendez vous ça allait plus vite.;;
physique;Assez satisfait;Non;;
physique;Pas du tout satisfait;Ge sui malade et il son fu il me ecoute mem pa;;
physique;Très satisfait;Impeccable;;
physique;Pas du tout satisfait;Qu'il prenne les personnes au sérieux;;
physique;Très satisfait;Non;;
physique;Très satisfait;Je remercie la personne de la sécurité sociale qui m'a appelé est me donner rendez-vous.suite au rendez-vous je remercie la personne qui met reçu très appréciable.;;
physique;Très satisfait;Aucune;;
physique;Très satisfait;Non;;
physique;Peu satisfait;La jeune femme qui m'a reçu était incapable de répondre à mes questions elle ne connaissait pas sfu tout son sujet le rdv a duré 5 minutes mais malgré tout mon dossier a été réglé rapidement et heureusement que mon dossier a été traité par d'autres personnes;;
physique;Assez satisfait;Penser à l’âge de la personne qui a subi ce dommage et à85 ans le numérique étant …une plaie ces dur;;
physique;Très satisfait;aucune merci pour le bon accueil;;
physique;Assez satisfait;"Pourquoi sur les Rdv physiques il est impossible de choisir le sujet ""Carte Vitale"" comme si cela ne se traite que par mail";;
physique;Peu satisfait;"Bonjour ! 
Vous avez trompé sur le IBAN vous avez fait un IBA qui me concerne pas et c'est lui qui l'a reçu toutes mes remboursements .
je demande que vous réglez ça et je reçois les remboursements qu'il est passé j'ai déjà pris rdv et j'ai bien expliqué mai toujours pareil j'ai Rien reçu..";;
physique;Très satisfait;Non je n,ai pas de remarques personnelles,tout s,est bien passé,j avais plusieurs choses ,j y suis allé 3 fois ,mais au moins,ça fonctionne  ,et si problèmes j,y retournerai directement à l agence de cambrai,très bien accueilli,merci pour le personnel;;
physique;Assez satisfait;Aucun;;
physique;Assez satisfait;"que de rdv ; avant une reponse; .UNE ATTENTE MALGRE LA MALADIE .RECONNUE INVALIDE";;
physique;Peu satisfait;"Lorsqu'il s'agit de vol de la carte vitale en même temps que les pièces d'identité, il faudrait qu'un rendez-vous soit tout de suite programmé pour le ""face à face"" et ainsi éviter une grande perte de temps. En effet, mon dossier ne pouvait être traité puisqu'il fallait envoyer la copie d'une pièce d'identité, ce qui était tout à fait impossible puisque celle-ci avait été volée. Comme il faut plus de deux mois pour obtenir un rendez-vous pour déposer la demande de renouvellement de la pièce d'identité, il serait nécessaire que la CPAM, lors de la déclaration de vol, propose tout de suite de prendre rendez-vous avec ses services afin de pouvoir effectuer les démarches de renouvellement de la carte vitale dans les meilleurs délais, ce qui éviterait de perdre beaucoup de temps et qui serait beaucoup moins anxiogène et moins pénibles pour les personnes âgées dont je fais partie (77 ans)";;
physique;Pas du tout satisfait;Donner aux assurés la possibilité de se rendre aux caisses sans rdv, pour certaines questions;;
physique;Très satisfait;RAS;;
physique;Très satisfait;Non aucune remarque  , personne très agréable et à l'écoute.;;
physique;Très satisfait;Heureusement que j'étais direct au rdv. Car je n'ai jamais réussi à régler mes problèmes par téléphone. En plus les agents de la plate forme sont pas sympa. Ils m'ont déjà raccroché au nez;;
physique;Pas du tout satisfait;Former mieux les conseillers, pour pouvoir répondre aux problèmes.;;
physique;Très satisfait;Facilitez que les personnes puissent transmettre leurs documents par le biais de leur compte ameli directement;;
physique;Très satisfait;Non , très satisfait ya rien a dire.;;
physique;Assez satisfait;Dommage de m'avoir fait prendre un rendez-vous pour seulement imprimer un document que j'ai demandé à recevoir à mon domicile. Lors de ce rendez-vous on m'a fait part que je pouvais venir le matin pour imprimer le document. Un déplacement inutile et au vu de ma situation d'où pourquoi j'ai demandé qu'on m'envoie à mon domicile car ma situation est compliquée pour ce déplacer.;;
physique;Pas du tout satisfait;"Guérir parfois
Soulager souvent
ÉCOUTER TOUJOURS de Louis Pasteur merci";;
physique;Assez satisfait;Difficultés pour obtenir un rendez-vous physique. Temps d'attente téléphonique long et filtrage de l'agent svt motif;;
physique;Très satisfait;No;;
physique;Pas du tout satisfait;personne aimable mais non compétente pour résoudre l'erreur de calcul des IJ me concernant (PAMC);;
physique;Très satisfait;Non;;
physique;Très satisfait;Il serait bon d avoir des nouvelles du suivi du dossier.;;
physique;Très satisfait;Personne très sympa et accueillante. A résolu mon problème. Lequel est terminé puisque j'ai payé la créance réclamée;;
physique;Pas du tout satisfait;Je recommande le rdv physique, seul moyen d'obtenir des réponses à nos questions. Mais personnellement, je ne suis, forcément, pas satisfaite...;;
physique;Très satisfait;"Je veux bien que mon dossier soit traité et qu'on me paye mes indemnités du fevrier 2024, vu que mon employeur a déjà envoyé l'attestation 
d'employeur depuis le 4 mars2024.";;
physique;Très satisfait;Parfait;;
physique;Très satisfait;"Franchement  très satisfait  de la l'accueil et de compétence  tout l'ensemble des agents  de CPAM  de creil  et surtout..surtout  la conseillère celle qui m'a reçu  elle était d'une gentillesse et de  compétence. 
Merci  à vous  tous";;
physique;Très satisfait;Non;;
physique;Très satisfait;L'accueil à la sécurité était satisfaisant, l'attente sur les chaises le long des bords et près de la porte manquait de chaleur et la configuration était correct. La prise en charge superbe ! Et l'agent très bien. Merci encore à Lorient.;;
physique;Très satisfait;Les agents que j ai rencontré dans l agence de Dinan sont très à l écoute et très réactives encore merci à elles .à  chaque rencontre pour des questions différentes, elles ont des solutions et nous aident vraiment.;;
physique;Très satisfait;La personne qui m'a reçue est très aimable et efficace. Merci;;
physique;Très satisfait;non;;
physique;Très satisfait;non;;
physique;Assez satisfait;Non;;
physique;Très satisfait;Personnel très agréable et très compétent;;
physique;Très satisfait;"Accueil physique parfait avec une interlocutrice sympa et claire dans ses infos et dans la prise en charge de ma demande.
Par contre Accueil lamentable et mal aimable du vigile 5 mois plus tôt (octobre) lorsque je suis venue déposer un courrier pour cette même demande de changement de Rib... refus de me laisser entrer pour juste deposer mon courrier à 
l'accueil 2m plus loin (je voulais eviter qu'il soit perdu !)...refus également de prendre mon courrier pour le donner lui même à  l'accueil juste derrière lui car pas de rv et le vigile n'estpaslàpor ça..!  Donc obligée de mettre ce courrier dans la boîte à  lettres extérieure... et, ce que je craignais (car déjà vécu...!)... courrier disparu entre la boite à  lettre et les bureaux  !!!??? Donc : aucune réponse car aucune trace de mon courrier suite à un appel de ma part en Janvier puisque tjrs pas de prise en compte de mon nouveau rib. J'ai donc refait ma demande sue Amelie .fr en Janvier...aucune suite... Donc nouvel appel tél (après de nombreux essais, coupures, attente et rappels)... en conclusion : j'ai dû mal faire ma demande sur le site... pourtant tout avait l'air OK et avait été validé, mais bon...comment le prouver ???    Et pour ce qui est de mon courrier
d'octobre, il n'a pas dû être perdu (dixit mon interlocutrice au tél), il devait juste manquer une info ou un document Donc, il n'a pas dû être possible de le traiter...!!!  Alors dans ce cas pourquoi ne pas m'avoir envoyé un courrier, un sms ou un mail pour m'en informer...???  5 mois d3 blocage du compte bancaire que je devais fermer à cause des remboursements sécu qui ont continué sur le mauvais compte !!! 
Je vous épargnera mes explications sur le temps qu'il m'a fallu pour réussir à contacter qq pour obtenir un rv...(tél ou site même galère... et non, je ne suis pas limitée intellectuellement et j'utilise couramment les sites administratifs ).
Les personnes de la cpam qui sont au contact du public reçoivent malheureusement souvent des assurés énervés et mal aimables, mais si en amont l'accès était un peu plus simple et réactif beaucoup de prblms pourraient être évités.
Je pense que si j'ai été reçue par une interlocutrice antipathique, peu aimable ou incompétente j'aurais, moi même été désagréable  étant donné la perte de temps de 5 mois, les nombreux appels infructueux et le déplacement sur le Havre pour un SIMPLE CHANGEMENT DE RIB !
Heureusement la gentillesse et l'efficacité de la personne qui m'a reçue m'ont rappelé qu'il est encore possible que certaines choses se passent normalement.";;
physique;Peu satisfait;L'écoute de l'agent;;
physique;Assez satisfait;non;;
physique;Pas du tout satisfait;"Accueil physique,Nul.
Rdv téléphonique , très satisfaisant.mais pas toujours évident lorsque l'on a du mal avec l'informatique...";;
physique;Très satisfait;non pour  l instant on est dans l attente d une suite favorable;;
physique;Très satisfait;J ai du prendre RDV car on me perd toujours les documents que je mets dans la boîte de la caisse;;
physique;Très satisfait;J'espère que mon dossier sera traité dans les 10 jours. C'est mieux d'avoir un rdv il n'y a pas d'attente ou peu.;;
physique;Très satisfait;je suis satisfaite d'avoir eu un RV pour résoudre mes difficultés;;
physique;Peu satisfait;Dans ma situation de santé, je pense que parler avec une personne physique est permettant à d'autres personnes handicapées le traitement de leurs situation de démarche avec la sécurité sociale.;;
physique;Assez satisfait;J'ai des difficultés par le numérique c'est embêtant il faut toujours prendre rdv;;
physique;Assez satisfait;manque de sérieux au niveau de traitement des dossiers en temps et en heure;;
physique;Peu satisfait;pas du tout;;
physique;Très satisfait;Mon changement d'identité n'a jamais été effectif ds le 95 et j'ai effectué mon changement d'adresse dans le 78 et la même démarche a pris 3 semaines. Faut croire que les CPAM ne sont pas logées à la même enseigne... Dommage;;
physique;Très satisfait;Non;;
physique;Peu satisfait;pas du tout;;
physique;Assez satisfait;Je me suis déplacée pour rien car l'agent avait déjà tous les documents;;
physique;Très satisfait;Je n’ai pas d’ordinateur donc impossible d’envoyer l’avis d’imposition avec un téléphone. Dommage qu’on est obligé de prendre un rendez-vous téléphonique pour avoir un rendez-vous à l’agence : on paire du temps. Au final je ne peux toujours pas me débrouiller seule pour l’an prochain malgré mes connaissances en informatique je n’ai pas les moyens d’acheter un pc pour faire es démarches administratives. C’est de plus en plus compliqué pour une personne ayant un handicap.;;
physique;Peu satisfait;Je suis consciente que ce letter est difficile selon les personnes mais il faudrait que les agents soient aussi un peu plus coopératif,;;
